       value	     chindex	     chlabel	        bini	           binlabel	ERPset
       0.201	          68	         LPP	           7	 neutralLargeBright	vp34
       0.519	          68	         LPP	           8	 neutralSmallBright	vp34
      -0.105	          68	         LPP	           1	  negativeLargeDark	vp35
       0.287	          68	         LPP	           2	  negativeSmallDark	vp35
      -0.019	          68	         LPP	           3	negativeLargeBright	vp35
       0.051	          68	         LPP	           4	negativeSmallBright	vp35
       0.075	          68	         LPP	           5	   neutralLargeDark	vp35
       0.112	          68	         LPP	           6	   neutralSmallDark	vp35
       0.240	          68	         LPP	           7	 neutralLargeBright	vp35
      -0.168	          68	         LPP	           8	 neutralSmallBright	vp35
       0.005	          68	         LPP	           1	  negativeLargeDark	vp36
       0.528	          68	         LPP	           2	  negativeSmallDark	vp36
      -0.046	          68	         LPP	           3	negativeLargeBright	vp36
       1.421	          68	         LPP	           4	negativeSmallBright	vp36
      -0.109	          68	         LPP	           5	   neutralLargeDark	vp36
       0.726	          68	         LPP	           6	   neutralSmallDark	vp36
       0.206	          68	         LPP	           7	 neutralLargeBright	vp36
       1.208	          68	         LPP	           8	 neutralSmallBright	vp36
       0.201	          68	         LPP	           1	  negativeLargeDark	vp37
       0.234	          68	         LPP	           2	  negativeSmallDark	vp37
       0.269	          68	         LPP	           3	negativeLargeBright	vp37
       0.423	          68	         LPP	           4	negativeSmallBright	vp37
       0.250	          68	         LPP	           5	   neutralLargeDark	vp37
       0.447	          68	         LPP	           6	   neutralSmallDark	vp37
       0.268	          68	         LPP	           7	 neutralLargeBright	vp37
       0.100	          68	         LPP	           8	 neutralSmallBright	vp37
       0.010	          68	         LPP	           1	  negativeLargeDark	vp38
       0.018	          68	         LPP	           2	  negativeSmallDark	vp38
      -0.161	          68	         LPP	           3	negativeLargeBright	vp38
      -0.198	          68	         LPP	           4	negativeSmallBright	vp38
       0.147	          68	         LPP	           5	   neutralLargeDark	vp38
      -0.074	          68	         LPP	           6	   neutralSmallDark	vp38
       0.020	          68	         LPP	           7	 neutralLargeBright	vp38
      -0.008	          68	         LPP	           8	 neutralSmallBright	vp38
       0.143	          68	         LPP	           1	  negativeLargeDark	vp39
       0.171	          68	         LPP	           2	  negativeSmallDark	vp39
       0.322	          68	         LPP	           3	negativeLargeBright	vp39
       0.497	          68	         LPP	           4	negativeSmallBright	vp39
       0.224	          68	         LPP	           5	   neutralLargeDark	vp39
       0.029	          68	         LPP	           6	   neutralSmallDark	vp39
       0.217	          68	         LPP	           7	 neutralLargeBright	vp39
       0.306	          68	         LPP	           8	 neutralSmallBright	vp39
       0.195	          68	         LPP	           1	  negativeLargeDark	vp40
       0.456	          68	         LPP	           2	  negativeSmallDark	vp40
       0.246	          68	         LPP	           3	negativeLargeBright	vp40
       0.366	          68	         LPP	           4	negativeSmallBright	vp40
       0.433	          68	         LPP	           5	   neutralLargeDark	vp40
       0.528	          68	         LPP	           6	   neutralSmallDark	vp40
       0.448	          68	         LPP	           7	 neutralLargeBright	vp40
       0.391	          68	         LPP	           8	 neutralSmallBright	vp40
       0.032	          68	         LPP	           1	  negativeLargeDark	vp41
      -0.136	          68	         LPP	           2	  negativeSmallDark	vp41
      -0.105	          68	         LPP	           3	negativeLargeBright	vp41
      -0.199	          68	         LPP	           4	negativeSmallBright	vp41
      -0.286	          68	         LPP	           5	   neutralLargeDark	vp41
       0.049	          68	         LPP	           6	   neutralSmallDark	vp41
       0.005	          68	         LPP	           7	 neutralLargeBright	vp41
      -0.047	          68	         LPP	           8	 neutralSmallBright	vp41
       0.852	          68	         LPP	           1	  negativeLargeDark	vp42
       0.293	          68	         LPP	           2	  negativeSmallDark	vp42
       0.561	          68	         LPP	           3	negativeLargeBright	vp42
       0.617	          68	         LPP	           4	negativeSmallBright	vp42
       0.725	          68	         LPP	           5	   neutralLargeDark	vp42
       0.676	          68	         LPP	           6	   neutralSmallDark	vp42
       0.628	          68	         LPP	           7	 neutralLargeBright	vp42
       0.632	          68	         LPP	           8	 neutralSmallBright	vp42
