participant,bin,electrode,P1,N1,EPN,LPP
vp38,NegMinNeut,FC1,0.29133,-0.11604,0.06327,0.055984
vp38,NegMinNeut,C1,0.21049,-0.15066,-0.17073,-0.063604
vp38,NegMinNeut,C3,-0.14023,-0.17068,-0.22526,-0.16801
vp38,NegMinNeut,C5,-0.013509,-0.30474,-0.07489,-0.0050547
vp38,NegMinNeut,T7,-0.25683,-0.269,-0.039624,-0.077985
vp38,NegMinNeut,TP7,-0.19486,-0.038495,-0.011225,-0.077511
vp38,NegMinNeut,CP5,-0.055237,-0.0084152,-0.12469,-0.080104
vp38,NegMinNeut,CP3,-0.043058,-0.00092932,-0.066332,-0.040406
vp38,NegMinNeut,CP1,0.31701,0.29314,-0.3915,0.19371
vp38,NegMinNeut,P1,-0.024892,0.003992,-0.49003,-0.2419
vp38,NegMinNeut,P3,-0.073677,0.010336,-0.10329,-0.13963
vp38,NegMinNeut,P5,-0.30612,-0.13074,-0.099409,-0.068555
vp38,NegMinNeut,P7,-0.50538,-0.099461,-0.20393,-0.27065
vp38,NegMinNeut,P9,-0.10783,0.13756,0.3521,0.20934
vp38,NegMinNeut,PO7,-0.16422,0.18688,-0.27175,-0.25152
vp38,NegMinNeut,PO3,0.0062211,-0.07504,-0.17374,-0.18273
vp38,NegMinNeut,O1,-0.24474,-0.12272,-0.52109,-0.46766
vp38,NegMinNeut,Iz,-0.05382,0.44675,0.090651,0.057114
vp38,NegMinNeut,Oz,0.22575,0.35421,-0.019177,-0.035401
vp38,NegMinNeut,POz,0.047587,-0.028945,-0.17141,-0.21091
vp38,NegMinNeut,Pz,-0.10653,-0.065093,-0.49947,-0.40507
vp38,NegMinNeut,CPz,0.077426,0.14679,-0.21,-0.095389
vp38,NegMinNeut,Fpz,0.015443,-0.40257,0.27263,0.13976
vp38,NegMinNeut,Fp2,0.021098,-0.28149,0.21117,0.2932
vp38,NegMinNeut,AF8,0.108,0.048165,0.18816,0.28856
vp38,NegMinNeut,AF4,-0.049417,-0.21468,0.14752,0.187
vp38,NegMinNeut,Afz,0.098273,-0.28038,0.15698,0.06603
vp38,NegMinNeut,Fz,-0.035081,-0.25112,0.21954,-0.037766
vp38,NegMinNeut,F2,-0.063942,-0.25046,0.0761,0.06749
vp38,NegMinNeut,F4,-0.042571,-0.046562,0.17778,0.12486
vp38,NegMinNeut,F6,-0.0062013,-0.037799,0.1775,0.1091
vp38,NegMinNeut,F8,0.16087,0.45905,0.2269,0.19662
vp38,NegMinNeut,FT8,-0.029995,0.39391,0.094672,-0.012127
vp38,NegMinNeut,FC6,0.040258,0.43217,0.19545,0.12053
vp38,NegMinNeut,FC4,-0.41617,-0.12526,0.20943,0.0087078
vp38,NegMinNeut,FC2,-0.042894,-0.14254,-0.22683,-0.042525
vp38,NegMinNeut,FCz,-0.0071708,-0.086761,-0.29799,-0.24708
vp38,NegMinNeut,Cz,0.1304,0.14459,-0.17263,-0.020159
vp38,NegMinNeut,C2,0.059545,0.070408,-0.17673,-0.088225
vp38,NegMinNeut,C4,0.086557,0.1714,0.19157,0.12554
vp38,NegMinNeut,C6,-0.13368,0.40888,0.14398,0.033714
vp38,NegMinNeut,T8,-0.042229,0.34609,0.028622,-0.045638
vp38,NegMinNeut,TP8,-0.20983,0.45859,0.054639,-0.025878
vp38,NegMinNeut,CP6,0.068001,0.34003,0.11215,0.03575
vp38,NegMinNeut,CP4,-0.01894,0.23805,0.050845,-0.15014
vp38,NegMinNeut,CP2,0.10539,0.22158,-0.21418,-0.045912
vp38,NegMinNeut,P2,0.076748,0.19219,-0.19132,-0.33708
vp38,NegMinNeut,P4,-0.18645,0.20246,-0.16967,-0.23793
vp38,NegMinNeut,P6,-0.10061,0.31216,-0.066984,-0.10728
vp38,NegMinNeut,P8,-0.033926,0.376,0.027252,-0.064904
vp38,NegMinNeut,P10,-0.17207,0.46118,-0.025885,-0.064006
vp38,NegMinNeut,PO8,0.047721,0.3803,0.1372,0.098704
vp38,NegMinNeut,PO4,-0.0023806,0.14891,0.029621,-0.11822
vp38,NegMinNeut,O2,-0.071878,0.10364,-0.063382,-0.14199
vp39,localizer,Fp1,-0.66989,-0.066131,-1.058,-0.55464
vp39,localizer,AF7,-0.62508,-0.13088,-1.1588,-0.52825
vp39,localizer,AF3,-0.79472,-0.038695,-1.3081,-0.7424
vp39,localizer,F1,-0.81805,0.070754,-1.3199,-0.91951
vp39,localizer,F3,-0.72271,-0.19463,-1.4635,-0.75663
vp39,localizer,F5,-0.53954,-0.55526,-1.3233,-0.4888
vp39,localizer,F7,-0.35945,-0.68756,-1.2034,-0.53087
vp39,localizer,FT7,-0.096937,-1.0069,-0.51641,0.049363
vp39,localizer,FC5,0.097674,-0.040476,-0.27192,0.44386
vp39,localizer,FC3,-0.62449,0.099368,-1.2094,-0.4883
vp39,localizer,FC1,-0.59837,0.5536,-1.2217,-0.69737
vp39,localizer,C1,-0.4487,1.0126,-0.3118,0.20159
vp39,localizer,C3,-0.088706,0.44316,-0.18591,0.4073
vp39,localizer,C5,0.19067,-0.096816,0.18778,0.536
vp39,localizer,T7,0.36356,-0.99104,0.23136,0.35166
vp39,localizer,TP7,0.83827,-0.8071,1.285,1.0526
vp39,localizer,CP5,-0.19323,-0.70365,0.75646,0.80524
vp39,localizer,CP3,0.01092,0.35695,0.61294,0.79662
vp39,localizer,CP1,-0.34564,0.87331,0.42425,0.69856
vp39,localizer,P1,-0.099478,0.40498,0.54753,0.57381
vp39,localizer,P3,0.53621,0.2076,1.3396,0.93144
vp39,localizer,P5,1.0618,-0.054143,1.7643,0.97483
vp39,localizer,P7,1.2039,-0.72007,2.1167,1.1798
vp39,localizer,P9,1.3148,-1.507,1.5517,0.85684
vp39,localizer,PO7,1.6804,-0.4798,2.0169,1.133
vp39,localizer,PO3,0.93452,0.0059246,1.2619,0.6395
vp39,localizer,O1,1.4831,-0.29126,1.0641,0.37359
vp39,localizer,Iz,1.5304,-0.74899,0.9218,0.14099
vp39,localizer,Oz,1.3175,-0.11767,0.6454,0.13367
vp39,localizer,POz,0.56222,0.44726,0.89841,0.68299
vp39,localizer,Pz,-0.19042,0.66055,0.50109,0.50997
vp39,localizer,CPz,-0.48819,0.94429,0.077375,0.32147
vp39,localizer,Fpz,-0.66409,-0.0010174,-0.86641,-0.50997
vp39,localizer,Fp2,-0.60576,-0.0036664,-0.58174,-0.37349
vp39,localizer,AF8,-0.44933,-0.55057,-0.37862,-0.31995
vp39,localizer,AF4,-0.71234,0.057668,-0.80486,-0.62956
vp39,localizer,Afz,-0.80982,0.10842,-1.158,-0.8057
vp39,localizer,Fz,-0.81134,0.057569,-1.3527,-0.94561
vp39,localizer,F2,-0.61131,0.29565,-1.0169,-0.90492
vp39,localizer,F4,-0.75241,0.13717,-0.83525,-0.72159
vp39,localizer,F6,-0.55673,-0.20937,-0.61645,-0.47184
vp39,localizer,F8,-0.2607,-0.55736,-0.30845,-0.16026
vp39,localizer,FT8,-0.15361,-0.42531,-0.53588,-0.31042
vp39,localizer,FC6,-0.32175,-0.24102,-0.60872,-0.41418
vp39,localizer,FC4,-0.99642,-0.01618,-0.84854,-0.74861
vp39,localizer,FC2,-0.62942,0.798,-0.59008,-0.53516
vp39,localizer,FCz,-0.63631,0.78269,-0.98702,-0.57137
vp39,localizer,Cz,-0.54903,1.3212,-0.33548,0.031718
vp39,localizer,C2,-0.48068,1.2759,-0.24537,0.015452
vp39,localizer,C4,-0.51525,0.75992,-0.034505,-0.076328
vp39,localizer,C6,-0.17722,-0.13718,-0.06967,-0.2312
vp39,localizer,T8,-0.11422,-0.73225,-0.56213,-0.63472
vp39,localizer,TP8,0.57317,-0.4212,0.51198,-0.18789
vp39,localizer,CP6,-0.069537,-0.103,0.06452,-0.20215
vp39,localizer,CP4,-0.12572,0.84677,0.36497,0.19625
vp39,localizer,CP2,-0.40292,1.0855,0.26167,0.31877
vp39,localizer,P2,-0.18721,0.65666,0.50028,0.39518
vp39,localizer,P4,0.22046,0.53071,0.57887,0.25336
vp39,localizer,P6,0.61862,0.020458,0.77157,0.14305
vp39,localizer,P8,0.82309,-0.44088,1.0065,0.063385
vp39,localizer,P10,0.95833,-1.1981,0.64877,-0.041471
vp39,localizer,PO8,1.3127,-0.44482,1.1152,0.18312
vp39,localizer,PO4,0.46809,0.14269,0.66169,0.13258
vp39,localizer,O2,1.1964,-0.23736,0.59818,-0.02436
vp39,NegMinNeut,Fp1,-0.094272,-0.51027,-0.26593,-0.36876
vp39,NegMinNeut,AF7,-0.066038,-0.43293,-0.30096,-0.51694
vp39,NegMinNeut,AF3,-0.12085,-0.50604,-0.16249,-0.23973
vp39,NegMinNeut,F1,0.24708,0.040634,0.37271,0.30713
vp39,NegMinNeut,F3,-0.43144,-0.56975,-0.26179,-0.28236
vp39,NegMinNeut,F5,0.074141,-0.28512,0.10298,-0.11921
vp39,NegMinNeut,F7,-0.043931,-0.25736,-0.47089,-0.85907
vp39,NegMinNeut,FT7,-0.58524,-0.72134,-0.39624,-0.72719
vp39,NegMinNeut,FC5,0.10322,-0.31631,0.014717,-0.40009
vp39,NegMinNeut,FC3,0.66108,1.0311,0.69392,0.43399
vp39,NegMinNeut,FC1,0.31764,0.21292,0.53266,0.59339
vp39,NegMinNeut,C1,0.32983,0.33567,0.37921,0.39755
vp39,NegMinNeut,C3,0.2511,0.26996,0.10069,0.23842
vp39,NegMinNeut,C5,0.051959,0.40028,0.079387,0.095718
vp39,NegMinNeut,T7,0.47377,1.1543,0.33455,0.41313
vp39,NegMinNeut,TP7,-0.019015,0.39895,-0.030758,-0.046082
vp39,NegMinNeut,CP5,-0.38925,0.20433,-0.27715,-0.051168
vp39,NegMinNeut,CP3,0.042881,0.45286,0.42027,0.45313
vp39,NegMinNeut,CP1,0.15294,0.25853,0.13943,0.19415
vp39,NegMinNeut,P1,-0.13425,0.1116,0.16337,0.24111
vp39,NegMinNeut,P3,-0.62305,-0.069917,-0.19067,-0.20045
vp39,NegMinNeut,P5,-0.37588,-0.0052761,-0.30831,-0.14654
vp39,NegMinNeut,P7,-0.52408,0.073733,-0.25497,-0.23742
vp39,NegMinNeut,P9,0.093331,1.1342,0.71096,0.66314
vp39,NegMinNeut,PO7,-0.49305,0.47832,0.1772,0.27666
vp39,NegMinNeut,PO3,-0.54859,-0.054817,-0.10293,-0.017485
vp39,NegMinNeut,O1,-0.75671,-0.603,-0.73005,-0.69651
vp39,NegMinNeut,Iz,0.035239,0.77533,0.15895,0.23105
vp39,NegMinNeut,Oz,-0.2587,0.21545,-0.14267,-0.18541
vp39,NegMinNeut,POz,-0.24086,0.049357,0.29811,0.28905
vp39,NegMinNeut,Pz,0.032039,0.23129,0.41187,0.34873
vp39,NegMinNeut,CPz,0.20182,0.00053273,0.31703,0.35577
vp39,NegMinNeut,Fpz,-0.07725,-0.59121,-0.26916,-0.28428
vp39,NegMinNeut,Fp2,-0.086657,-0.75448,-0.36827,-0.30331
vp39,NegMinNeut,AF8,-0.15702,-0.98489,-0.58583,-0.45563
vp39,NegMinNeut,AF4,0.0034349,-0.682,-0.2172,-0.13396
vp39,NegMinNeut,Afz,0.031835,-0.41616,-0.027546,-0.03896
vp39,NegMinNeut,Fz,0.259,0.043853,0.38745,0.28575
vp39,NegMinNeut,F2,0.199,-0.077228,0.26374,0.35012
vp39,NegMinNeut,F4,0.16412,-0.53585,0.025434,0.12033
vp39,NegMinNeut,F6,0.018391,-0.7998,-0.18662,-0.029013
vp39,NegMinNeut,F8,0.017821,-0.47335,-0.14922,0.026143
vp39,NegMinNeut,FT8,-0.34263,-0.47884,-0.19917,0.043173
vp39,NegMinNeut,FC6,-0.049495,-0.89963,-0.10068,0.083341
vp39,NegMinNeut,FC4,0.45992,-0.29112,0.20166,0.14813
vp39,NegMinNeut,FC2,0.28121,-0.089044,0.51662,0.53174
vp39,NegMinNeut,FCz,0.40923,0.19767,0.57409,0.44655
vp39,NegMinNeut,Cz,0.30133,-0.039981,0.40286,0.37284
vp39,NegMinNeut,C2,0.55567,0.38756,0.40198,0.34807
vp39,NegMinNeut,C4,0.52316,0.088946,0.1634,0.030649
vp39,NegMinNeut,C6,0.16758,0.29523,-0.0031489,-0.030616
vp39,NegMinNeut,T8,-0.158,-0.14892,-0.3814,-0.51351
vp39,NegMinNeut,TP8,0.209,0.12275,-0.95552,-0.82507
vp39,NegMinNeut,CP6,-0.18051,-0.17189,-0.40538,-0.3824
vp39,NegMinNeut,CP4,-0.14685,-0.010417,0.058299,0.12525
vp39,NegMinNeut,CP2,0.45746,0.23456,0.53452,0.47262
vp39,NegMinNeut,P2,-0.1095,-0.065084,-0.070955,0.10012
vp39,NegMinNeut,P4,-0.057001,0.29568,0.013212,0.0027687
vp39,NegMinNeut,P6,0.043771,0.46411,-0.36431,-0.3655
vp39,NegMinNeut,P8,-0.076135,0.2252,-0.50961,-0.45384
vp39,NegMinNeut,P10,-0.17493,0.54141,-0.062451,0.062833
vp39,NegMinNeut,PO8,0.060091,0.48169,-0.073743,-0.05033
vp39,NegMinNeut,PO4,0.17095,0.43691,0.016266,0.055168
vp39,NegMinNeut,O2,-0.079878,0.19707,-0.14151,-0.17689
vp40,localizer,Fp1,-0.91424,0.78168,-0.5031,-0.54566
vp40,localizer,AF7,-0.91775,0.60613,-0.38642,-0.4495
vp40,localizer,AF3,-0.84869,0.8721,-0.78683,-0.75398
vp40,localizer,F1,-0.89043,0.74432,-0.91737,-0.88686
vp40,localizer,F3,-0.83838,0.74301,-1.0813,-0.87615
vp40,localizer,F5,-0.83209,0.69589,-0.73615,-0.57485
vp40,localizer,F7,-0.89739,0.30149,-0.43647,-0.36421
vp40,localizer,FT7,-0.9641,-0.51885,-0.7758,-0.35474
vp40,localizer,FC5,-0.67834,0.3316,-0.66772,-0.26418
vp40,localizer,FC3,-0.61882,0.70836,-0.79765,-0.62919
vp40,localizer,FC1,-0.61452,0.95553,-0.56009,-0.72507
vp40,localizer,C1,-0.3563,0.6756,-0.098348,-0.36623
vp40,localizer,C3,-0.37552,0.65996,-0.14434,-0.10597
vp40,localizer,C5,-0.48594,0.03936,-0.47808,0.026186
vp40,localizer,T7,-0.46599,-0.80487,-0.54558,0.070174
vp40,localizer,TP7,-0.016485,-1.2107,-0.087528,0.51464
vp40,localizer,CP5,-0.12944,-0.50165,-0.12031,0.2065
vp40,localizer,CP3,0.21579,0.45865,0.30542,0.30249
vp40,localizer,CP1,-0.098734,0.346,0.32531,0.042576
vp40,localizer,P1,0.34286,0.15351,0.88916,0.66565
vp40,localizer,P3,0.39437,-0.010053,0.85208,0.71699
vp40,localizer,P5,0.1167,-0.84371,0.45583,0.41308
vp40,localizer,P7,0.33439,-1.6751,0.57297,0.63672
vp40,localizer,P9,0.31301,-3.5329,-0.16566,0.45019
vp40,localizer,PO7,0.75065,-1.4755,1.234,0.77819
vp40,localizer,PO3,1.0328,-0.3604,1.4687,1.2461
vp40,localizer,O1,0.99041,-0.81734,1.0313,0.87567
vp40,localizer,Iz,0.62899,-1.5657,-0.32501,0.15168
vp40,localizer,Oz,1.2988,-0.39321,0.77261,0.98111
vp40,localizer,POz,1.3706,0.010042,1.7398,1.5867
vp40,localizer,Pz,0.45215,0.3166,0.87099,0.58603
vp40,localizer,CPz,0.081653,0.62533,0.5455,0.16533
vp40,localizer,Fpz,-1.0272,0.39119,-0.77827,-0.61898
vp40,localizer,Fp2,-0.85247,0.34868,-0.78286,-0.50416
vp40,localizer,AF8,-0.26327,0.71382,-1.0882,-0.50584
vp40,localizer,AF4,-0.6684,0.53889,-0.87127,-0.7
vp40,localizer,Afz,-0.62944,0.58983,-0.92969,-0.8314
vp40,localizer,Fz,-0.81025,0.73815,-0.83321,-0.91351
vp40,localizer,F2,-0.68564,0.61971,-0.81378,-0.79685
vp40,localizer,F4,-0.51065,0.52102,-0.75059,-0.64285
vp40,localizer,F6,-0.47845,0.35281,-1.0212,-0.64407
vp40,localizer,F8,-1.009,0.046522,-1.2157,-0.74635
vp40,localizer,FT8,-0.27328,0.19044,-0.7433,-0.18964
vp40,localizer,FC6,-0.31011,0.26616,-0.60669,-0.27299
vp40,localizer,FC4,-0.26781,0.58956,-0.38988,-0.48621
vp40,localizer,FC2,-0.37413,0.59285,-0.61128,-0.73786
vp40,localizer,FCz,-0.41705,0.94245,-0.47998,-0.65973
vp40,localizer,Cz,-0.21755,0.77821,0.10483,-0.30963
vp40,localizer,C2,-0.098019,0.59456,0.22279,-0.091461
vp40,localizer,C4,-0.040672,0.40123,0.25725,0.079193
vp40,localizer,C6,-0.0096917,0.11452,-0.13717,-0.098672
vp40,localizer,T8,-0.10435,-0.15682,-0.40006,-0.044747
vp40,localizer,TP8,0.51835,-1.1137,0.23312,0.42108
vp40,localizer,CP6,0.42139,-0.15618,0.54504,0.27759
vp40,localizer,CP4,0.25767,0.088124,0.60286,0.24769
vp40,localizer,CP2,0.18647,0.44901,0.6422,0.19072
vp40,localizer,P2,0.71148,0.58141,1.127,0.69935
vp40,localizer,P4,0.62071,0.10813,0.90777,0.46728
vp40,localizer,P6,1.2388,-0.28442,0.93884,0.46216
vp40,localizer,P8,1.3675,-1.5958,0.9981,0.43894
vp40,localizer,P10,1.1946,-3.2314,0.29174,0.33363
vp40,localizer,PO8,1.8656,-0.82983,1.3564,0.42674
vp40,localizer,PO4,1.8443,0.81103,1.8584,1.4661
vp40,localizer,O2,1.4405,-0.31538,0.91695,0.76514
vp40,NegMinNeut,Fp1,0.16888,-0.11502,0.52224,0.20152
vp40,NegMinNeut,AF7,0.18253,-0.24312,0.33505,0.14598
vp40,NegMinNeut,AF3,0.066954,-0.24781,0.45138,0.12103
vp40,NegMinNeut,F1,-0.15523,-0.2461,0.13822,-0.26957
vp40,NegMinNeut,F3,-0.014657,-0.46004,0.15717,-0.070013
vp40,NegMinNeut,F5,0.10699,-0.39233,0.21772,-0.0078456
vp40,NegMinNeut,F7,0.32065,-0.11803,0.35287,0.20073
vp40,NegMinNeut,FT7,0.6597,0.42293,0.70022,0.50459
vp40,NegMinNeut,FC5,-0.095672,-0.5709,0.040679,-0.20484
vp40,NegMinNeut,FC3,-0.073826,-0.36557,-0.018972,-0.30102
vp40,NegMinNeut,FC1,-0.27267,-0.34452,-0.020247,-0.11525
vp40,NegMinNeut,C1,0.14673,0.013923,0.19591,0.0057047
vp40,NegMinNeut,C3,-0.10592,-0.052566,-0.13508,-0.35556
vp40,NegMinNeut,C5,0.094796,0.11798,0.1558,-0.03474
vp40,NegMinNeut,T7,0.0058932,-0.16756,0.25231,-0.0081678
vp40,NegMinNeut,TP7,-0.079389,0.034678,-0.014535,0.062532
vp40,NegMinNeut,CP5,0.025265,0.30138,-0.20678,-0.31255
vp40,NegMinNeut,CP3,-0.26236,-0.24984,-0.64632,-0.59877
vp40,NegMinNeut,CP1,0.27881,0.43706,-0.40967,-0.42323
vp40,NegMinNeut,P1,0.42368,0.23534,-0.53239,-0.16188
vp40,NegMinNeut,P3,0.17179,0.099904,-0.27687,-0.23597
vp40,NegMinNeut,P5,-0.30961,-0.14253,-0.47868,-0.41446
vp40,NegMinNeut,P7,-0.05438,0.07783,-0.34406,-0.22357
vp40,NegMinNeut,P9,-0.27614,-0.018779,0.01475,0.2355
vp40,NegMinNeut,PO7,-0.060886,-0.16388,-0.78929,-0.49307
vp40,NegMinNeut,PO3,-0.01095,-0.63224,-0.90678,-0.21832
vp40,NegMinNeut,O1,0.023986,-0.18777,-0.79964,-0.28638
vp40,NegMinNeut,Iz,-0.23589,0.020975,-0.31371,0.12413
vp40,NegMinNeut,Oz,-0.011682,-0.17044,-0.64207,0.032157
vp40,NegMinNeut,POz,0.24531,0.28282,-0.76347,-0.090145
vp40,NegMinNeut,Pz,0.37018,0.32142,-0.35935,-0.11536
vp40,NegMinNeut,CPz,0.27849,-0.038749,-0.22959,-0.14503
vp40,NegMinNeut,Fpz,0.21486,0.16524,0.82008,0.331
vp40,NegMinNeut,Fp2,-0.050394,-0.19399,0.24723,-0.11178
vp40,NegMinNeut,AF8,0.61572,1.2726,1.6407,1.1172
vp40,NegMinNeut,AF4,-0.0059917,-0.089918,-0.0058719,-0.38586
vp40,NegMinNeut,Afz,-0.0074697,-0.10686,0.73168,0.3639
vp40,NegMinNeut,Fz,-0.1034,-0.16299,0.0014902,-0.29025
vp40,NegMinNeut,F2,0.11495,0.12848,0.35636,0.057313
vp40,NegMinNeut,F4,0.025725,-0.018617,0.44961,0.15364
vp40,NegMinNeut,F6,-0.19843,0.11934,0.57341,-0.075983
vp40,NegMinNeut,F8,0.69912,0.21747,0.36348,-0.16045
vp40,NegMinNeut,FT8,-0.19619,0.010962,0.49449,0.49913
vp40,NegMinNeut,FC6,0.0044864,0.36748,0.95669,0.68504
vp40,NegMinNeut,FC4,-0.085567,0.0084313,0.21746,-0.041147
vp40,NegMinNeut,FC2,-0.10241,0.19303,0.30844,0.10884
vp40,NegMinNeut,FCz,-0.0016121,-0.019818,0.069206,-0.15831
vp40,NegMinNeut,Cz,0.10578,0.30984,0.5346,0.19754
vp40,NegMinNeut,C2,-0.010758,-0.15123,-0.079417,-0.25191
vp40,NegMinNeut,C4,-0.083541,-0.090816,0.056008,0.0054868
vp40,NegMinNeut,C6,-0.39954,-0.13327,-0.17448,-0.14005
vp40,NegMinNeut,T8,-0.37102,0.40697,-0.021572,0.17941
vp40,NegMinNeut,TP8,-0.58593,0.066428,0.20654,0.35384
vp40,NegMinNeut,CP6,-0.20823,0.15312,-0.12245,0.020507
vp40,NegMinNeut,CP4,0.41804,0.10183,-0.042751,0.27697
vp40,NegMinNeut,CP2,0.1228,-0.095105,-0.30904,-0.20465
vp40,NegMinNeut,P2,0.19111,0.12122,-0.39132,-0.035312
vp40,NegMinNeut,P4,-0.18479,0.12614,-0.083246,0.20246
vp40,NegMinNeut,P6,-0.362,-0.017736,-0.29559,0.016347
vp40,NegMinNeut,P8,-0.49902,0.034591,-0.28073,0.12648
vp40,NegMinNeut,P10,-0.53634,0.45031,0.075068,0.22842
vp40,NegMinNeut,PO8,-0.28293,-0.16031,-0.33068,0.44004
vp40,NegMinNeut,PO4,0.27174,-0.21515,-0.88387,0.040413
vp40,NegMinNeut,O2,-0.060158,-0.23616,-0.72832,-0.09642
vp41,localizer,Fp1,0.31124,0.22085,0.17378,-0.1215
vp41,localizer,AF7,0.37062,0.2221,0.34002,0.1281
vp41,localizer,AF3,0.20884,0.14859,0.17246,0.022692
vp41,localizer,F1,0.072085,0.064115,-0.030596,0.028276
vp41,localizer,F3,0.16477,0.13772,0.39971,0.44261
vp41,localizer,F5,0.21465,0.12909,0.33161,0.22038
vp41,localizer,F7,0.079244,-0.15025,0.4597,0.67852
vp41,localizer,FT7,0.27615,0.25489,0.56348,0.5262
vp41,localizer,FC5,0.13598,0.065281,0.30196,0.29316
vp41,localizer,FC3,0.18886,-0.0039224,-0.030198,0.0015041
vp41,localizer,FC1,0.048619,-0.021838,-0.057797,0.029877
vp41,localizer,C1,0.032926,-0.25399,-0.23133,-0.041805
vp41,localizer,C3,0.025349,-0.1329,-0.031119,-0.015363
vp41,localizer,C5,0.069399,-0.055666,0.079774,0.10208
vp41,localizer,T7,0.21609,0.22388,0.23821,0.20647
vp41,localizer,TP7,0.16541,0.14248,0.20061,0.25359
vp41,localizer,CP5,-0.063745,-0.052539,0.047403,0.080713
vp41,localizer,CP3,-0.060619,-0.068767,-0.0061007,0.06513
vp41,localizer,CP1,-0.14525,-0.23416,-0.14898,-0.1008
vp41,localizer,P1,-0.22252,-0.24833,-0.18771,-0.19303
vp41,localizer,P3,-0.10362,-0.03498,-0.03145,-0.0045405
vp41,localizer,P5,-0.27059,-0.29691,0.0034403,0.088126
vp41,localizer,P7,-0.23929,-0.33071,0.014813,0.11677
vp41,localizer,P9,0.2672,0.16519,-0.029707,0.1035
vp41,localizer,PO7,-0.12246,0.074449,0.059279,0.16163
vp41,localizer,PO3,-0.20101,-0.023172,-0.078957,-0.016036
vp41,localizer,O1,-0.36054,-0.16766,-0.075936,0.034111
vp41,localizer,Iz,-0.14612,0.0081998,0.03217,0.020013
vp41,localizer,Oz,-0.27766,-0.12331,-0.18194,-0.23258
vp41,localizer,POz,-0.29986,-0.094927,-0.090142,-0.15734
vp41,localizer,Pz,-0.28142,-0.24297,-0.12285,-0.1771
vp41,localizer,CPz,-0.13417,-0.2588,-0.22581,-0.18382
vp41,localizer,Fpz,0.42809,0.3754,0.057966,-0.32098
vp41,localizer,Fp2,0.39913,0.28302,0.0006699,-0.31419
vp41,localizer,AF8,0.1827,0.094977,0.057132,-0.17576
vp41,localizer,AF4,-0.01045,-0.17549,-0.20288,-0.29777
vp41,localizer,Afz,0.0089878,-0.04982,-0.05486,-0.25605
vp41,localizer,Fz,0.16537,0.11757,-0.07448,-0.022398
vp41,localizer,F2,0.12233,0.20185,-0.090225,-0.02545
vp41,localizer,F4,0.053577,0.038862,0.11032,0.10946
vp41,localizer,F6,0.14622,0.10687,-0.10828,-0.22578
vp41,localizer,F8,0.22946,0.19845,-0.15791,-0.24073
vp41,localizer,FT8,0.12735,0.26506,0.12311,0.22177
vp41,localizer,FC6,-0.039488,0.15192,-0.044557,0.020541
vp41,localizer,FC4,-0.042333,0.074156,-0.0028699,0.20941
vp41,localizer,FC2,0.018317,-0.018328,-0.19897,-0.074459
vp41,localizer,FCz,0.10569,0.045799,-0.1063,0.018828
vp41,localizer,Cz,-0.047106,-0.17662,-0.23881,-0.13292
vp41,localizer,C2,-0.082315,-0.15444,-0.30058,-0.15572
vp41,localizer,C4,-0.081449,-0.055007,-0.18831,-0.13282
vp41,localizer,C6,0.065058,0.11473,0.032527,0.077744
vp41,localizer,T8,0.14809,0.24017,0.17238,0.31452
vp41,localizer,TP8,0.10354,0.19484,0.066716,0.091133
vp41,localizer,CP6,-0.001422,0.0046315,-0.072881,-0.051004
vp41,localizer,CP4,-0.20467,-0.1447,-0.17955,-0.1183
vp41,localizer,CP2,-0.09379,-0.084468,-0.19998,-0.17055
vp41,localizer,P2,-0.27363,-0.26377,-0.21199,-0.2601
vp41,localizer,P4,-0.2674,-0.050768,-0.076218,-0.12431
vp41,localizer,P6,-0.17961,-0.061637,0.040348,0.030428
vp41,localizer,P8,0.050207,0.15731,0.13542,0.011851
vp41,localizer,P10,0.14644,0.25117,0.4295,0.24053
vp41,localizer,PO8,-0.2984,-0.3278,-0.13373,-0.12934
vp41,localizer,PO4,-0.45281,-0.28071,-0.26524,-0.31404
vp41,localizer,O2,-0.34426,-0.13426,-0.17526,-0.16306
vp41,NegMinNeut,Fp1,-0.075824,-0.094144,-0.25056,-0.42197
vp41,NegMinNeut,AF7,0.22637,-0.092907,-0.37589,-0.86761
vp41,NegMinNeut,AF3,0.47316,0.32118,-0.1065,-0.25757
vp41,NegMinNeut,F1,0.53745,0.30815,0.10285,-0.12286
vp41,NegMinNeut,F3,1.3368,0.56919,0.096594,-0.10095
vp41,NegMinNeut,F5,0.88383,0.45672,0.24092,-0.18643
vp41,NegMinNeut,F7,1.6484,0.97729,0.21384,-0.030172
vp41,NegMinNeut,FT7,0.426,0.057271,-0.038012,-0.47701
vp41,NegMinNeut,FC5,0.88181,0.42793,0.23737,-0.08929
vp41,NegMinNeut,FC3,0.77428,0.090771,0.06433,-0.18199
vp41,NegMinNeut,FC1,0.6505,0.30988,0.089926,0.058977
vp41,NegMinNeut,C1,0.56102,0.080088,-0.23102,-0.22559
vp41,NegMinNeut,C3,0.6284,0.10714,0.025376,-0.11725
vp41,NegMinNeut,C5,0.66317,0.069109,0.1414,0.0059935
vp41,NegMinNeut,T7,-0.00019437,-0.024777,0.17144,-0.24344
vp41,NegMinNeut,TP7,-0.17237,-0.54419,-0.3674,-0.46158
vp41,NegMinNeut,CP5,0.24373,-0.080419,-0.057235,-0.25087
