       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     218.750	          70	          N1	           1	  negativeLargeDark	vp41
     164.063	          70	          N1	           2	  negativeSmallDark	vp41
     203.125	          70	          N1	           3	negativeLargeBright	vp41
     183.594	          70	          N1	           4	negativeSmallBright	vp41
     171.875	          70	          N1	           5	   neutralLargeDark	vp41
     175.781	          70	          N1	           6	   neutralSmallDark	vp41
     148.438	          70	          N1	           7	 neutralLargeBright	vp41
     191.406	          70	          N1	           8	 neutralSmallBright	vp41
     214.844	          70	          N1	           1	  negativeLargeDark	vp42
     214.844	          70	          N1	           2	  negativeSmallDark	vp42
     226.563	          70	          N1	           3	negativeLargeBright	vp42
     222.656	          70	          N1	           4	negativeSmallBright	vp42
     210.938	          70	          N1	           5	   neutralLargeDark	vp42
     222.656	          70	          N1	           6	   neutralSmallDark	vp42
     230.469	          70	          N1	           7	 neutralLargeBright	vp42
     242.188	          70	          N1	           8	 neutralSmallBright	vp42
