       value	     chindex	     chlabel	        bini	           binlabel	ERPset
     546.875	          68	LPP_massUniv	           7	 neutralLargeBright	vp16
     523.438	          68	LPP_massUniv	           8	 neutralSmallBright	vp16
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp17
         NaN	          68	LPP_massUniv	           2	  negativeSmallDark	vp17
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp17
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp17
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp17
         NaN	          68	LPP_massUniv	           6	   neutralSmallDark	vp17
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp17
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp17
     480.469	          68	LPP_massUniv	           1	  negativeLargeDark	vp18
     500.000	          68	LPP_massUniv	           2	  negativeSmallDark	vp18
     507.813	          68	LPP_massUniv	           3	negativeLargeBright	vp18
     558.594	          68	LPP_massUniv	           4	negativeSmallBright	vp18
     484.375	          68	LPP_massUniv	           5	   neutralLargeDark	vp18
     406.250	          68	LPP_massUniv	           6	   neutralSmallDark	vp18
     597.656	          68	LPP_massUniv	           7	 neutralLargeBright	vp18
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp18
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp19
     445.313	          68	LPP_massUniv	           2	  negativeSmallDark	vp19
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp19
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp19
     406.250	          68	LPP_massUniv	           5	   neutralLargeDark	vp19
     492.188	          68	LPP_massUniv	           6	   neutralSmallDark	vp19
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp19
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp19
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp20
     429.688	          68	LPP_massUniv	           2	  negativeSmallDark	vp20
     425.781	          68	LPP_massUniv	           3	negativeLargeBright	vp20
     453.125	          68	LPP_massUniv	           4	negativeSmallBright	vp20
     406.250	          68	LPP_massUniv	           5	   neutralLargeDark	vp20
     433.594	          68	LPP_massUniv	           6	   neutralSmallDark	vp20
     593.750	          68	LPP_massUniv	           7	 neutralLargeBright	vp20
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp20
     667.969	          68	LPP_massUniv	           1	  negativeLargeDark	vp21
     515.625	          68	LPP_massUniv	           2	  negativeSmallDark	vp21
     531.250	          68	LPP_massUniv	           3	negativeLargeBright	vp21
     628.906	          68	LPP_massUniv	           4	negativeSmallBright	vp21
     628.906	          68	LPP_massUniv	           5	   neutralLargeDark	vp21
     648.438	          68	LPP_massUniv	           6	   neutralSmallDark	vp21
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp21
     558.594	          68	LPP_massUniv	           8	 neutralSmallBright	vp21
         NaN	          68	LPP_massUniv	           1	  negativeLargeDark	vp22
         NaN	          68	LPP_massUniv	           2	  negativeSmallDark	vp22
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp22
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp22
         NaN	          68	LPP_massUniv	           5	   neutralLargeDark	vp22
         NaN	          68	LPP_massUniv	           6	   neutralSmallDark	vp22
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp22
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp22
     519.531	          68	LPP_massUniv	           1	  negativeLargeDark	vp23
     406.250	          68	LPP_massUniv	           2	  negativeSmallDark	vp23
     500.000	          68	LPP_massUniv	           3	negativeLargeBright	vp23
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp23
     472.656	          68	LPP_massUniv	           5	   neutralLargeDark	vp23
     542.969	          68	LPP_massUniv	           6	   neutralSmallDark	vp23
     523.438	          68	LPP_massUniv	           7	 neutralLargeBright	vp23
     421.875	          68	LPP_massUniv	           8	 neutralSmallBright	vp23
     449.219	          68	LPP_massUniv	           1	  negativeLargeDark	vp24
     472.656	          68	LPP_massUniv	           2	  negativeSmallDark	vp24
     500.000	          68	LPP_massUniv	           3	negativeLargeBright	vp24
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp24
     453.125	          68	LPP_massUniv	           5	   neutralLargeDark	vp24
     476.563	          68	LPP_massUniv	           6	   neutralSmallDark	vp24
     480.469	          68	LPP_massUniv	           7	 neutralLargeBright	vp24
     515.625	          68	LPP_massUniv	           8	 neutralSmallBright	vp24
     414.063	          68	LPP_massUniv	           1	  negativeLargeDark	vp25
         NaN	          68	LPP_massUniv	           2	  negativeSmallDark	vp25
         NaN	          68	LPP_massUniv	           3	negativeLargeBright	vp25
         NaN	          68	LPP_massUniv	           4	negativeSmallBright	vp25
     441.406	          68	LPP_massUniv	           5	   neutralLargeDark	vp25
         NaN	          68	LPP_massUniv	           6	   neutralSmallDark	vp25
     457.031	          68	LPP_massUniv	           7	 neutralLargeBright	vp25
         NaN	          68	LPP_massUniv	           8	 neutralSmallBright	vp25
     656.250	          68	LPP_massUniv	           1	  negativeLargeDark	vp26
     656.250	          68	LPP_massUniv	           2	  negativeSmallDark	vp26
     515.625	          68	LPP_massUniv	           3	negativeLargeBright	vp26
     671.875	          68	LPP_massUniv	           4	negativeSmallBright	vp26
     406.250	          68	LPP_massUniv	           5	   neutralLargeDark	vp26
     414.063	          68	LPP_massUniv	           6	   neutralSmallDark	vp26
     609.375	          68	LPP_massUniv	           7	 neutralLargeBright	vp26
     558.594	          68	LPP_massUniv	           8	 neutralSmallBright	vp26
     550.781	          68	LPP_massUniv	           1	  negativeLargeDark	vp27
     601.563	          68	LPP_massUniv	           2	  negativeSmallDark	vp27
     539.063	          68	LPP_massUniv	           3	negativeLargeBright	vp27
     527.344	          68	LPP_massUniv	           4	negativeSmallBright	vp27
     531.250	          68	LPP_massUniv	           5	   neutralLargeDark	vp27
     601.563	          68	LPP_massUniv	           6	   neutralSmallDark	vp27
         NaN	          68	LPP_massUniv	           7	 neutralLargeBright	vp27
     457.031	          68	LPP_massUniv	           8	 neutralSmallBright	vp27
