       value	     chindex	     chlabel	        bini	           binlabel	ERPset
       3.752	          69	          P1	           3	negativeLargeBright	vp29
       0.819	          69	          P1	           4	negativeSmallBright	vp29
       2.279	          69	          P1	           5	   neutralLargeDark	vp29
       2.306	          69	          P1	           6	   neutralSmallDark	vp29
       2.504	          69	          P1	           7	 neutralLargeBright	vp29
       0.169	          69	          P1	           8	 neutralSmallBright	vp29
       5.975	          69	          P1	           1	  negativeLargeDark	vp31
       3.684	          69	          P1	           2	  negativeSmallDark	vp31
       6.843	          69	          P1	           3	negativeLargeBright	vp31
       3.300	          69	          P1	           4	negativeSmallBright	vp31
       6.743	          69	          P1	           5	   neutralLargeDark	vp31
       2.929	          69	          P1	           6	   neutralSmallDark	vp31
       4.978	          69	          P1	           7	 neutralLargeBright	vp31
       2.305	          69	          P1	           8	 neutralSmallBright	vp31
       0.190	          69	          P1	           1	  negativeLargeDark	vp33
       0.752	          69	          P1	           2	  negativeSmallDark	vp33
       0.300	          69	          P1	           3	negativeLargeBright	vp33
       0.422	          69	          P1	           4	negativeSmallBright	vp33
       0.446	          69	          P1	           5	   neutralLargeDark	vp33
       0.763	          69	          P1	           6	   neutralSmallDark	vp33
       1.052	          69	          P1	           7	 neutralLargeBright	vp33
      -0.312	          69	          P1	           8	 neutralSmallBright	vp33
       4.107	          69	          P1	           1	  negativeLargeDark	vp34
       3.206	          69	          P1	           2	  negativeSmallDark	vp34
       3.066	          69	          P1	           3	negativeLargeBright	vp34
       1.537	          69	          P1	           4	negativeSmallBright	vp34
       4.094	          69	          P1	           5	   neutralLargeDark	vp34
       2.509	          69	          P1	           6	   neutralSmallDark	vp34
       3.603	          69	          P1	           7	 neutralLargeBright	vp34
       0.570	          69	          P1	           8	 neutralSmallBright	vp34
       0.408	          69	          P1	           1	  negativeLargeDark	vp35
       0.950	          69	          P1	           2	  negativeSmallDark	vp35
       0.774	          69	          P1	           3	negativeLargeBright	vp35
      -0.260	          69	          P1	           4	negativeSmallBright	vp35
       1.118	          69	          P1	           5	   neutralLargeDark	vp35
       0.787	          69	          P1	           6	   neutralSmallDark	vp35
       0.640	          69	          P1	           7	 neutralLargeBright	vp35
       0.891	          69	          P1	           8	 neutralSmallBright	vp35
       5.070	          69	          P1	           1	  negativeLargeDark	vp36
       3.725	          69	          P1	           2	  negativeSmallDark	vp36
       4.168	          69	          P1	           3	negativeLargeBright	vp36
       2.239	          69	          P1	           4	negativeSmallBright	vp36
       4.201	          69	          P1	           5	   neutralLargeDark	vp36
       2.207	          69	          P1	           6	   neutralSmallDark	vp36
       5.795	          69	          P1	           7	 neutralLargeBright	vp36
      -0.091	          69	          P1	           8	 neutralSmallBright	vp36
       3.241	          69	          P1	           1	  negativeLargeDark	vp37
       3.634	          69	          P1	           2	  negativeSmallDark	vp37
       2.814	          69	          P1	           3	negativeLargeBright	vp37
       0.593	          69	          P1	           4	negativeSmallBright	vp37
       4.260	          69	          P1	           5	   neutralLargeDark	vp37
       2.562	          69	          P1	           6	   neutralSmallDark	vp37
       2.041	          69	          P1	           7	 neutralLargeBright	vp37
       3.306	          69	          P1	           8	 neutralSmallBright	vp37
       1.571	          69	          P1	           1	  negativeLargeDark	vp38
       1.257	          69	          P1	           2	  negativeSmallDark	vp38
       0.450	          69	          P1	           3	negativeLargeBright	vp38
       1.363	          69	          P1	           4	negativeSmallBright	vp38
       1.341	          69	          P1	           5	   neutralLargeDark	vp38
       0.475	          69	          P1	           6	   neutralSmallDark	vp38
       1.261	          69	          P1	           7	 neutralLargeBright	vp38
       1.720	          69	          P1	           8	 neutralSmallBright	vp38
       1.577	          69	          P1	           1	  negativeLargeDark	vp39
       2.360	          69	          P1	           2	  negativeSmallDark	vp39
       3.969	          69	          P1	           3	negativeLargeBright	vp39
       2.678	          69	          P1	           4	negativeSmallBright	vp39
       2.052	          69	          P1	           5	   neutralLargeDark	vp39
       1.884	          69	          P1	           6	   neutralSmallDark	vp39
       1.592	          69	          P1	           7	 neutralLargeBright	vp39
       0.757	          69	          P1	           8	 neutralSmallBright	vp39
       3.980	          69	          P1	           1	  negativeLargeDark	vp40
       3.755	          69	          P1	           2	  negativeSmallDark	vp40
       3.099	          69	          P1	           3	negativeLargeBright	vp40
       1.680	          69	          P1	           4	negativeSmallBright	vp40
       3.295	          69	          P1	           5	   neutralLargeDark	vp40
